,name,gender,join-year,join-month,department,job,job-name,company
6960,赖桂花,女,2016,7,运维,数据库运维,特聘数据库运维,飞利信网络有限公司
6961,赵帅,男,2002,2,财务,会计,特聘会计,信诚致远传媒有限公司
6962,游芳,男,2005,6,运营,传统运营,特聘传统运营,国讯信息有限公司
6963,柴晶,女,2008,8,财务,出纳,初级出纳,易动力传媒有限公司
6964,刘冬梅,女,2018,5,运维,服务器管理,中级服务器管理,佳禾科技有限公司
6965,蔡宁,女,2012,8,开发,平台开发,初级平台开发,鸿睿思博网络有限公司
6966,董勇,女,2014,10,运营,传统运营,高级传统运营,飞海科技传媒有限公司
6967,王英,男,2003,1,运维,服务器管理,特聘服务器管理,雨林木风计算机信息有限公司
6968,卢志强,男,2003,6,设计,插画,高级插画,七喜科技有限公司
6969,张淑珍,男,2013,10,管理,公司领导,初级公司领导,九方传媒有限公司
6970,张利,男,2011,9,测试,黑盒测试,特聘黑盒测试,易动力传媒有限公司
6971,李金凤,男,2013,2,运营,传统运营,高级传统运营,网新恒天科技有限公司
6972,严玉英,男,2017,3,财务,出纳,中级出纳,浦华众城信息有限公司
6973,赵桂芝,女,2016,8,财务,出纳,特聘出纳,四通网络有限公司
6974,高娟,女,2006,2,运营,新媒体运营,特聘新媒体运营,信诚致远网络有限公司
6975,李波,男,2003,12,运维,数据库运维,初级数据库运维,恒聪百汇科技有限公司
6976,赵凯,男,2007,11,管理,公司领导,中级公司领导,通际名联信息有限公司
6977,苏丽,男,2012,4,开发,平台开发,特聘平台开发,信诚致远网络有限公司
6978,刘琳,男,2005,2,财务,出纳,初级出纳,天开网络有限公司
6979,洪红,女,2014,9,测试,白盒测试,初级白盒测试,商软冠联传媒有限公司
6980,吕欢,男,2009,1,运维,服务器管理,中级服务器管理,商软冠联网络有限公司
6981,詹芳,女,2005,6,管理,技术领导,特聘技术领导,趋势网络有限公司
6982,温柳,女,2014,2,管理,公司领导,高级公司领导,新格林耐特科技有限公司
6983,苏玉兰,男,2013,7,管理,公司领导,特聘公司领导,戴硕电子科技有限公司
6984,李冬梅,女,2001,1,测试,白盒测试,高级白盒测试,华泰通安网络有限公司
6985,康秀英,男,2018,2,财务,出纳,特聘出纳,济南亿次元科技有限公司
6986,丁秀英,女,2017,3,财务,出纳,中级出纳,和泰科技有限公司
6987,徐兰英,女,2007,11,运营,新媒体运营,特聘新媒体运营,襄樊地球村信息有限公司
6988,束岩,男,2007,6,管理,技术领导,特聘技术领导,万迅电脑传媒有限公司
6989,杨丹丹,女,2014,9,运营,新媒体运营,中级新媒体运营,同兴万点信息有限公司
6990,庄洁,女,2017,9,开发,平台开发,高级平台开发,四通信息有限公司
6991,梁涛,男,2002,3,管理,技术领导,特聘技术领导,晖来计算机传媒有限公司
6992,闻秀芳,男,2006,4,运营,新媒体运营,初级新媒体运营,明腾传媒有限公司
6993,黄淑珍,女,2001,5,运营,新媒体运营,中级新媒体运营,巨奥网络有限公司
6994,童凤英,女,2006,10,设计,原画,高级原画,晖来计算机科技有限公司
6995,赵强,女,2010,6,设计,原画,特聘原画,襄樊地球村科技有限公司
6996,曾红,男,2011,5,设计,插画,中级插画,国讯传媒有限公司
6997,覃欢,男,2019,3,管理,技术领导,高级技术领导,MBP软件科技有限公司
6998,陈岩,男,2016,10,测试,黑盒测试,中级黑盒测试,南康科技有限公司
6999,王瑜,女,2018,5,测试,黑盒测试,高级黑盒测试,和泰信息有限公司
7000,李宁,女,2004,11,测试,黑盒测试,中级黑盒测试,MBP软件网络有限公司
7001,申金凤,女,2003,12,运维,数据库运维,高级数据库运维,迪摩网络有限公司
7002,康金凤,男,2018,5,财务,会计,高级会计,通际名联信息有限公司
7003,张淑华,男,2008,6,运维,数据库运维,初级数据库运维,南康科技有限公司
7004,林秀荣,男,2008,6,设计,原画,初级原画,华远软件传媒有限公司
7005,苏倩,男,2015,7,运维,数据库运维,中级数据库运维,维旺明网络有限公司
7006,汪瑜,男,2005,10,测试,黑盒测试,特聘黑盒测试,飞利信信息有限公司
7007,李磊,男,2015,12,开发,平台开发,高级平台开发,易动力信息有限公司
7008,卓玉,女,2003,6,测试,白盒测试,中级白盒测试,易动力信息有限公司
7009,阳亮,女,2016,12,管理,技术领导,初级技术领导,黄石金承传媒有限公司
7010,郭桂英,男,2007,4,财务,会计,高级会计,数字100传媒有限公司
7011,孙兵,男,2004,9,开发,后端开发,特聘后端开发,新格林耐特网络有限公司
7012,许英,女,2012,6,运维,数据库运维,高级数据库运维,佳禾传媒有限公司
7013,张帅,男,2008,6,运营,传统运营,初级传统运营,四通传媒有限公司
7014,戴健,男,2016,6,运维,数据库运维,特聘数据库运维,昊嘉网络有限公司
7015,张阳,男,2013,12,运维,数据库运维,高级数据库运维,艾提科信网络有限公司
7016,王鹏,男,2010,9,设计,插画,初级插画,襄樊地球村网络有限公司
7017,吴丽娟,男,2012,10,测试,白盒测试,中级白盒测试,联通时科科技有限公司
7018,黄岩,女,2004,6,设计,原画,特聘原画,时刻传媒有限公司
7019,张倩,男,2007,2,测试,白盒测试,高级白盒测试,万迅电脑传媒有限公司
7020,关健,男,2001,9,财务,会计,中级会计,良诺信息有限公司
7021,杨淑英,女,2012,7,财务,出纳,中级出纳,戴硕电子网络有限公司
7022,卢玉,女,2014,4,运营,新媒体运营,特聘新媒体运营,恩悌传媒有限公司
7023,刘璐,女,2018,3,管理,技术领导,初级技术领导,信诚致远传媒有限公司
7024,陆玉兰,女,2004,7,管理,公司领导,中级公司领导,立信电子网络有限公司
7025,王畅,男,2005,11,管理,公司领导,特聘公司领导,凌颖信息科技有限公司
7026,桑辉,女,2008,9,测试,黑盒测试,初级黑盒测试,浦华众城传媒有限公司
7027,庞伟,男,2007,5,管理,公司领导,中级公司领导,网新恒天信息有限公司
7028,刘杨,女,2001,8,测试,黑盒测试,中级黑盒测试,浦华众城网络有限公司
7029,胡杨,女,2015,2,财务,会计,初级会计,维涛网络有限公司
7030,马明,女,2014,5,运维,服务器管理,中级服务器管理,南康网络有限公司
7031,赵冬梅,女,2006,10,财务,会计,高级会计,快讯网络有限公司
7032,孟晶,男,2017,4,财务,出纳,高级出纳,彩虹传媒有限公司
7033,刘桂荣,男,2019,9,开发,后端开发,高级后端开发,巨奥信息有限公司
7034,贾玉,女,2019,5,设计,原画,高级原画,七喜科技有限公司
7035,陈颖,女,2005,7,运维,服务器管理,初级服务器管理,富罳科技有限公司
7036,吴刚,女,2009,11,运营,传统运营,高级传统运营,中建创业网络有限公司
7037,陈莉,男,2001,5,测试,黑盒测试,特聘黑盒测试,通际名联科技有限公司
7038,连娜,男,2007,7,运维,数据库运维,特聘数据库运维,趋势网络有限公司
7039,杨阳,男,2010,3,设计,插画,中级插画,四通科技有限公司
7040,吕勇,男,2002,7,设计,插画,高级插画,彩虹科技有限公司
7041,林建军,男,2005,7,开发,前端开发,高级前端开发,鑫博腾飞科技有限公司
7042,袁阳,男,2017,7,财务,会计,中级会计,戴硕电子传媒有限公司
7043,韦淑英,女,2015,12,测试,黑盒测试,初级黑盒测试,明腾信息有限公司
7044,曾军,男,2002,11,开发,平台开发,高级平台开发,凌云科技有限公司
7045,包龙,女,2006,8,开发,平台开发,中级平台开发,商软冠联网络有限公司
7046,杨辉,男,2005,1,管理,技术领导,初级技术领导,襄樊地球村网络有限公司
7047,刘超,男,2018,7,管理,技术领导,特聘技术领导,浦华众城科技有限公司
7048,解璐,男,2011,9,财务,会计,高级会计,巨奥传媒有限公司
7049,单鑫,男,2014,7,开发,平台开发,中级平台开发,图龙信息传媒有限公司
7050,程淑兰,男,2011,3,设计,插画,中级插画,晖来计算机网络有限公司
7051,郭桂兰,女,2013,9,运维,数据库运维,中级数据库运维,群英传媒有限公司
7052,彭凯,女,2007,11,财务,会计,高级会计,万迅电脑传媒有限公司
7053,刘娜,女,2010,7,测试,白盒测试,特聘白盒测试,恩悌传媒有限公司
7054,葛淑珍,男,2012,1,运营,传统运营,高级传统运营,华远软件信息有限公司
7055,杨萍,女,2017,3,测试,白盒测试,初级白盒测试,网新恒天传媒有限公司
7056,王杰,女,2002,5,管理,公司领导,初级公司领导,精芯信息有限公司
7057,朱佳,女,2002,7,财务,出纳,高级出纳,合联电子网络有限公司
7058,张秀华,女,2012,4,测试,黑盒测试,高级黑盒测试,开发区世创信息有限公司
7059,石梅,女,2009,3,设计,插画,高级插画,通际名联信息有限公司
7060,江鹏,女,2011,11,运营,新媒体运营,高级新媒体运营,维旺明信息有限公司
7061,龙淑华,女,2012,11,运营,新媒体运营,高级新媒体运营,天益科技有限公司
7062,王帅,男,2018,6,运营,新媒体运营,高级新媒体运营,东方峻景传媒有限公司
7063,罗英,女,2012,6,管理,公司领导,高级公司领导,兰金电子科技有限公司
7064,孟洁,男,2011,3,运维,数据库运维,特聘数据库运维,通际名联信息有限公司
7065,梁兰英,男,2016,4,运营,传统运营,特聘传统运营,立信电子传媒有限公司
7066,杨坤,女,2005,5,开发,后端开发,初级后端开发,鑫博腾飞信息有限公司
7067,周想,男,2010,12,运维,服务器管理,高级服务器管理,精芯信息有限公司
7068,郑荣,男,2017,5,管理,公司领导,中级公司领导,雨林木风计算机传媒有限公司
7069,李兰英,男,2014,9,设计,插画,中级插画,华泰通安信息有限公司
7070,刘玉,男,2011,1,财务,出纳,特聘出纳,数字100传媒有限公司
7071,国淑华,女,2009,2,财务,会计,高级会计,七喜科技有限公司
7072,贾亮,男,2014,10,运维,数据库运维,特聘数据库运维,恒聪百汇科技有限公司
7073,吴洁,男,2015,8,测试,黑盒测试,高级黑盒测试,东方峻景信息有限公司
7074,程旭,女,2010,3,运营,新媒体运营,高级新媒体运营,诺依曼软件信息有限公司
7075,左平,男,2005,3,设计,原画,特聘原画,和泰科技有限公司
7076,李淑兰,男,2017,2,财务,出纳,高级出纳,和泰信息有限公司
7077,张飞,女,2008,5,运营,新媒体运营,高级新媒体运营,合联电子传媒有限公司
7078,程婷婷,女,2019,9,管理,公司领导,中级公司领导,凌颖信息网络有限公司
7079,茅峰,男,2001,12,测试,白盒测试,高级白盒测试,合联电子传媒有限公司
7080,安雪,男,2003,8,测试,黑盒测试,高级黑盒测试,太极传媒有限公司
7081,宋涛,男,2011,10,管理,技术领导,高级技术领导,佳禾传媒有限公司
7082,刘玉兰,女,2019,5,管理,公司领导,高级公司领导,佳禾网络有限公司
7083,刘丽,男,2001,2,设计,插画,特聘插画,惠派国际公司传媒有限公司
7084,周倩,男,2009,2,设计,插画,高级插画,华成育卓科技有限公司
7085,何冬梅,男,2011,8,运营,新媒体运营,中级新媒体运营,东方峻景传媒有限公司
7086,高志强,男,2004,3,开发,前端开发,高级前端开发,立信电子信息有限公司
7087,张峰,男,2008,8,设计,原画,初级原画,华泰通安网络有限公司
7088,王娜,女,2010,11,运营,传统运营,高级传统运营,创联世纪传媒有限公司
7089,雷健,女,2014,8,开发,后端开发,高级后端开发,图龙信息信息有限公司
7090,李冬梅,男,2008,12,测试,白盒测试,初级白盒测试,海创科技有限公司
7091,李桂香,男,2010,6,开发,前端开发,高级前端开发,兰金电子科技有限公司
7092,雷建华,男,2016,3,开发,平台开发,中级平台开发,数字100信息有限公司
7093,尹雪梅,女,2013,11,开发,平台开发,中级平台开发,飞海科技网络有限公司
7094,张军,女,2017,2,开发,前端开发,特聘前端开发,中建创业科技有限公司
7095,阮凤兰,男,2006,7,开发,前端开发,初级前端开发,超艺科技有限公司
7096,张想,女,2012,5,运维,数据库运维,高级数据库运维,超艺科技有限公司
7097,陈欢,女,2010,5,测试,白盒测试,高级白盒测试,创联世纪信息有限公司
7098,徐帅,男,2016,3,管理,公司领导,高级公司领导,商软冠联信息有限公司
7099,朱小红,女,2007,2,开发,后端开发,初级后端开发,信诚致远网络有限公司
7100,苏颖,女,2009,11,运维,数据库运维,高级数据库运维,方正科技传媒有限公司
7101,王桂芝,女,2001,5,管理,公司领导,高级公司领导,戴硕电子科技有限公司
7102,王敏,女,2018,6,开发,前端开发,初级前端开发,艾提科信信息有限公司
7103,史丹,女,2017,10,运维,服务器管理,初级服务器管理,易动力网络有限公司
7104,戴琴,男,2019,2,管理,技术领导,中级技术领导,维旺明科技有限公司
7105,刘红霞,男,2015,9,管理,公司领导,高级公司领导,网新恒天网络有限公司
7106,黄建,女,2018,11,管理,技术领导,初级技术领导,迪摩网络有限公司
7107,倪桂香,男,2009,8,开发,前端开发,特聘前端开发,雨林木风计算机传媒有限公司
7108,常秀华,男,2018,6,财务,会计,特聘会计,东方峻景科技有限公司
7109,刘兰英,女,2005,12,开发,前端开发,特聘前端开发,九方信息有限公司
7110,陈燕,男,2005,2,财务,会计,特聘会计,昂歌信息传媒有限公司
7111,姚柳,女,2017,1,运营,新媒体运营,中级新媒体运营,联软网络有限公司
7112,袁建平,女,2008,6,运维,数据库运维,中级数据库运维,开发区世创网络有限公司
7113,王柳,女,2010,2,运维,数据库运维,特聘数据库运维,快讯科技有限公司
7114,王博,女,2010,12,运营,新媒体运营,特聘新媒体运营,华成育卓科技有限公司
7115,彭秀云,男,2013,1,运维,服务器管理,中级服务器管理,新格林耐特网络有限公司
7116,孙兵,男,2013,3,设计,插画,初级插画,盟新科技有限公司
7117,何华,女,2008,1,测试,白盒测试,初级白盒测试,济南亿次元信息有限公司
7118,李畅,女,2009,11,开发,后端开发,中级后端开发,东方峻景网络有限公司
7119,叶冬梅,男,2006,12,管理,公司领导,高级公司领导,昊嘉信息有限公司
7120,叶莹,男,2002,6,运营,传统运营,高级传统运营,凌云科技有限公司
7121,陈畅,男,2002,8,运营,新媒体运营,中级新媒体运营,菊风公司信息有限公司
7122,方帅,女,2015,6,运维,数据库运维,初级数据库运维,华远软件网络有限公司
7123,韩斌,男,2003,7,测试,黑盒测试,中级黑盒测试,盟新网络有限公司
7124,余淑华,女,2016,4,测试,黑盒测试,特聘黑盒测试,九方网络有限公司
7125,程桂香,女,2013,1,财务,出纳,特聘出纳,彩虹信息有限公司
7126,郑凤兰,男,2018,1,开发,后端开发,特聘后端开发,维旺明网络有限公司
7127,何宁,女,2003,1,管理,公司领导,初级公司领导,维旺明信息有限公司
7128,马杨,男,2004,9,运营,传统运营,初级传统运营,济南亿次元信息有限公司
7129,吴秀珍,女,2018,2,运营,传统运营,特聘传统运营,晖来计算机网络有限公司
7130,陆海燕,男,2010,3,管理,技术领导,初级技术领导,太极网络有限公司
7131,李宁,男,2005,12,财务,会计,特聘会计,图龙信息传媒有限公司
7132,张艳,男,2001,7,开发,前端开发,特聘前端开发,易动力科技有限公司
7133,侯阳,女,2013,4,运营,传统运营,中级传统运营,太极传媒有限公司
7134,杨刚,男,2017,12,运营,新媒体运营,特聘新媒体运营,飞利信信息有限公司
7135,辛淑英,男,2015,10,开发,前端开发,特聘前端开发,九方信息有限公司
7136,孟玉华,女,2015,11,运维,数据库运维,高级数据库运维,鸿睿思博网络有限公司
7137,罗丽丽,女,2001,4,运维,服务器管理,特聘服务器管理,快讯传媒有限公司
7138,宋岩,女,2012,3,测试,黑盒测试,中级黑盒测试,襄樊地球村科技有限公司
7139,李红霞,女,2013,1,运维,数据库运维,中级数据库运维,华成育卓传媒有限公司
7140,张凤英,女,2007,9,运维,数据库运维,中级数据库运维,彩虹传媒有限公司
7141,谭瑞,男,2010,10,设计,原画,中级原画,时刻科技有限公司
7142,林柳,男,2013,1,财务,会计,中级会计,襄樊地球村信息有限公司
7143,熊玉兰,男,2005,6,运营,传统运营,高级传统运营,方正科技传媒有限公司
7144,陈洁,男,2001,8,管理,技术领导,初级技术领导,盟新网络有限公司
7145,刘浩,女,2015,4,运维,数据库运维,特聘数据库运维,商软冠联网络有限公司
7146,顾玉珍,女,2012,7,运营,传统运营,初级传统运营,时刻科技有限公司
7147,张桂兰,女,2013,11,财务,出纳,特聘出纳,联通时科信息有限公司
7148,徐瑞,女,2017,5,设计,原画,初级原画,网新恒天传媒有限公司
7149,郑俊,女,2004,9,运维,服务器管理,高级服务器管理,明腾信息有限公司
7150,蔡波,男,2003,10,设计,插画,高级插画,图龙信息传媒有限公司
7151,廖桂香,男,2004,10,运营,传统运营,特聘传统运营,海创科技有限公司
7152,苗杰,女,2013,1,开发,后端开发,高级后端开发,巨奥科技有限公司
7153,温洋,男,2011,4,开发,平台开发,初级平台开发,晖来计算机传媒有限公司
7154,张敏,女,2009,10,财务,出纳,初级出纳,同兴万点信息有限公司
7155,关亮,男,2008,6,运维,服务器管理,初级服务器管理,鸿睿思博信息有限公司
7156,颜秀荣,女,2001,12,运营,新媒体运营,高级新媒体运营,天益网络有限公司
7157,冯佳,女,2016,8,设计,原画,高级原画,迪摩传媒有限公司
7158,吴莹,男,2011,4,运维,服务器管理,特聘服务器管理,艾提科信网络有限公司
7159,朱颖,女,2012,7,运维,服务器管理,特聘服务器管理,双敏电子传媒有限公司
7160,植秀荣,女,2013,2,测试,黑盒测试,特聘黑盒测试,思优传媒有限公司
7161,李凤兰,男,2004,5,管理,技术领导,中级技术领导,联通时科传媒有限公司
7162,唐淑英,男,2001,6,设计,插画,中级插画,明腾网络有限公司
7163,林明,女,2002,7,管理,公司领导,特聘公司领导,时空盒数字信息有限公司
7164,靳明,男,2010,6,管理,公司领导,初级公司领导,凌颖信息网络有限公司
7165,王磊,女,2001,11,设计,原画,初级原画,迪摩网络有限公司
7166,刘平,女,2016,5,运维,服务器管理,中级服务器管理,联通时科网络有限公司
7167,曾玉珍,女,2019,12,开发,平台开发,中级平台开发,昂歌信息传媒有限公司
7168,余畅,男,2008,10,开发,平台开发,高级平台开发,万迅电脑传媒有限公司
7169,张玉梅,女,2019,4,财务,会计,初级会计,东方峻景传媒有限公司
7170,董艳,女,2005,5,财务,会计,高级会计,华远软件网络有限公司
7171,许淑华,男,2001,10,管理,公司领导,初级公司领导,联软网络有限公司
7172,李想,男,2006,9,运维,数据库运维,高级数据库运维,泰麒麟网络有限公司
7173,李玲,男,2009,10,测试,黑盒测试,初级黑盒测试,万迅电脑网络有限公司
7174,李坤,男,2001,11,财务,出纳,特聘出纳,鑫博腾飞传媒有限公司
7175,刘丹丹,女,2013,2,管理,公司领导,中级公司领导,银嘉信息有限公司
7176,王玉珍,男,2012,3,开发,后端开发,特聘后端开发,浙大万朋传媒有限公司
7177,尚洁,女,2012,9,设计,原画,中级原画,立信电子传媒有限公司
7178,孙秀珍,女,2003,2,设计,原画,特聘原画,毕博诚传媒有限公司
7179,王阳,男,2016,4,财务,会计,高级会计,精芯传媒有限公司
7180,臧桂珍,女,2001,3,设计,插画,特聘插画,中建创业传媒有限公司
7181,刘勇,男,2012,9,开发,后端开发,特聘后端开发,华远软件网络有限公司
7182,王晨,女,2004,11,测试,白盒测试,高级白盒测试,同兴万点科技有限公司
7183,伍宇,男,2019,1,运维,数据库运维,高级数据库运维,太极网络有限公司
7184,余丽丽,女,2002,7,财务,会计,初级会计,七喜信息有限公司
7185,邢桂芝,女,2011,9,财务,会计,中级会计,华泰通安传媒有限公司
7186,张宁,女,2012,3,开发,平台开发,特聘平台开发,佳禾网络有限公司
7187,宋洋,女,2001,7,运营,传统运营,特聘传统运营,太极信息有限公司
7188,童荣,女,2003,4,开发,后端开发,特聘后端开发,国讯网络有限公司
7189,李帅,男,2013,6,财务,会计,高级会计,诺依曼软件信息有限公司
7190,李刚,男,2011,1,运营,传统运营,中级传统运营,兰金电子网络有限公司
7191,唐建平,男,2005,3,运营,传统运营,中级传统运营,创联世纪信息有限公司
7192,宫亮,女,2018,7,管理,技术领导,高级技术领导,艾提科信传媒有限公司
7193,傅梅,男,2008,2,运营,传统运营,特聘传统运营,银嘉信息有限公司
7194,谭莹,女,2016,5,设计,插画,高级插画,数字100信息有限公司
7195,宋健,女,2002,2,测试,白盒测试,高级白盒测试,华泰通安信息有限公司
7196,杨柳,女,2003,12,运维,数据库运维,高级数据库运维,数字100信息有限公司
7197,陈坤,女,2005,11,运维,数据库运维,高级数据库运维,联软传媒有限公司
7198,李帅,男,2011,12,开发,前端开发,高级前端开发,恒聪百汇科技有限公司
7199,赖柳,女,2016,9,开发,平台开发,中级平台开发,图龙信息科技有限公司
7200,郑燕,女,2005,9,开发,前端开发,高级前端开发,超艺网络有限公司
7201,蒋琳,男,2012,7,管理,技术领导,初级技术领导,群英科技有限公司
7202,宋瑜,女,2012,2,运维,服务器管理,特聘服务器管理,凌颖信息传媒有限公司
7203,张秀云,女,2010,11,设计,插画,中级插画,和泰信息有限公司
7204,裴雪,男,2011,4,财务,会计,中级会计,网新恒天信息有限公司
7205,林东,女,2016,7,设计,原画,高级原画,彩虹网络有限公司
7206,鞠艳,女,2015,5,财务,会计,高级会计,明腾网络有限公司
7207,马欣,男,2003,12,财务,出纳,中级出纳,合联电子传媒有限公司
7208,张淑兰,女,2012,11,运营,新媒体运营,高级新媒体运营,方正科技科技有限公司
7209,郭静,男,2002,8,测试,黑盒测试,中级黑盒测试,菊风公司信息有限公司
7210,李秀英,女,2005,10,运营,新媒体运营,初级新媒体运营,兰金电子信息有限公司
7211,方桂兰,女,2003,9,运维,数据库运维,初级数据库运维,浦华众城信息有限公司
7212,刘建,女,2012,9,开发,前端开发,高级前端开发,MBP软件传媒有限公司
7213,孙杰,男,2019,4,运营,传统运营,特聘传统运营,创亿传媒有限公司
7214,刘玉,男,2012,2,开发,前端开发,特聘前端开发,同兴万点信息有限公司
7215,李杨,女,2006,10,财务,会计,中级会计,凌云信息有限公司
7216,李莉,男,2011,3,运维,数据库运维,中级数据库运维,毕博诚网络有限公司
7217,梁芳,男,2010,4,测试,黑盒测试,初级黑盒测试,诺依曼软件网络有限公司
7218,张冬梅,女,2002,5,运营,传统运营,中级传统运营,黄石金承信息有限公司
7219,杨旭,男,2018,1,运维,服务器管理,高级服务器管理,华成育卓信息有限公司
7220,范云,女,2012,7,财务,会计,初级会计,精芯网络有限公司
7221,徐凯,女,2015,10,测试,黑盒测试,高级黑盒测试,国讯网络有限公司
7222,欧阳波,男,2011,9,开发,前端开发,特聘前端开发,易动力科技有限公司
7223,杜红梅,女,2004,1,财务,出纳,高级出纳,图龙信息网络有限公司
7224,叶瑜,女,2003,4,财务,出纳,特聘出纳,昊嘉信息有限公司
7225,彭倩,女,2004,10,管理,公司领导,中级公司领导,时刻传媒有限公司
7226,徐秀云,男,2016,4,运维,服务器管理,中级服务器管理,佳禾信息有限公司
7227,吴莉,男,2012,5,开发,平台开发,初级平台开发,华远软件科技有限公司
7228,何秀英,男,2015,7,管理,技术领导,初级技术领导,和泰网络有限公司
7229,李桂香,女,2005,1,测试,黑盒测试,特聘黑盒测试,迪摩网络有限公司
7230,廖玉华,男,2002,4,设计,原画,特聘原画,图龙信息科技有限公司
7231,周英,男,2015,9,运营,新媒体运营,初级新媒体运营,中建创业网络有限公司
7232,张兰英,男,2016,3,设计,插画,初级插画,新格林耐特信息有限公司
7233,陈亮,男,2018,8,运营,新媒体运营,高级新媒体运营,创汇网络有限公司
7234,徐雪,女,2004,1,开发,平台开发,中级平台开发,彩虹传媒有限公司
7235,耿莉,女,2002,9,财务,会计,高级会计,网新恒天信息有限公司
7236,何瑜,男,2010,4,开发,平台开发,初级平台开发,超艺科技有限公司
7237,马勇,女,2005,2,开发,前端开发,中级前端开发,通际名联科技有限公司
7238,朱鹏,男,2013,5,管理,技术领导,初级技术领导,襄樊地球村科技有限公司
7239,李畅,男,2012,5,管理,公司领导,高级公司领导,诺依曼软件网络有限公司
7240,沈秀英,男,2018,6,运营,传统运营,中级传统运营,良诺传媒有限公司
7241,王萍,男,2011,1,财务,出纳,中级出纳,创联世纪信息有限公司
7242,秦辉,男,2019,4,开发,前端开发,高级前端开发,方正科技信息有限公司
7243,林敏,男,2010,7,运维,数据库运维,高级数据库运维,同兴万点信息有限公司
7244,潘欢,男,2002,12,开发,前端开发,初级前端开发,黄石金承信息有限公司
7245,韩红霞,男,2008,2,测试,黑盒测试,高级黑盒测试,同兴万点网络有限公司
7246,申明,男,2016,9,设计,原画,中级原画,良诺网络有限公司
7247,谢刚,男,2005,3,测试,白盒测试,特聘白盒测试,南康科技有限公司
7248,徐兰英,男,2019,8,测试,白盒测试,中级白盒测试,晖来计算机传媒有限公司
7249,杨海燕,女,2007,5,开发,平台开发,中级平台开发,创汇科技有限公司
7250,余健,女,2007,12,测试,白盒测试,初级白盒测试,襄樊地球村网络有限公司
7251,何桂香,男,2019,7,开发,前端开发,中级前端开发,济南亿次元传媒有限公司
7252,刘岩,男,2015,8,运营,传统运营,中级传统运营,南康科技有限公司
7253,吴琴,女,2019,4,运营,传统运营,初级传统运营,鑫博腾飞信息有限公司
7254,凌瑞,女,2006,5,设计,原画,中级原画,时刻传媒有限公司
7255,蔡帆,女,2012,11,设计,插画,中级插画,雨林木风计算机信息有限公司
7256,杨萍,男,2008,7,设计,插画,中级插画,合联电子网络有限公司
7257,姚红,男,2017,5,设计,插画,高级插画,盟新科技有限公司
7258,李宇,男,2019,1,运营,新媒体运营,初级新媒体运营,良诺信息有限公司
7259,潘桂香,男,2007,12,管理,公司领导,中级公司领导,联软科技有限公司
7260,谢燕,女,2015,5,运维,数据库运维,高级数据库运维,同兴万点传媒有限公司
7261,马玉英,男,2009,7,财务,会计,特聘会计,九方科技有限公司
7262,王宁,女,2012,4,设计,原画,高级原画,飞利信传媒有限公司
7263,张明,女,2012,7,开发,后端开发,高级后端开发,天益科技有限公司
7264,韩春梅,女,2014,5,运营,传统运营,特聘传统运营,恩悌网络有限公司
7265,涂欣,男,2002,5,管理,技术领导,初级技术领导,迪摩信息有限公司
7266,林淑华,男,2019,1,设计,原画,特聘原画,恩悌信息有限公司
7267,明丽,男,2004,10,运营,新媒体运营,初级新媒体运营,创亿科技有限公司
7268,王梅,女,2015,11,设计,原画,中级原画,数字100科技有限公司
7269,蔡瑞,女,2016,4,设计,原画,中级原画,维涛网络有限公司
7270,郑坤,女,2017,4,运营,新媒体运营,中级新媒体运营,兰金电子信息有限公司
7271,余丹,男,2011,4,开发,前端开发,初级前端开发,飞利信网络有限公司
7272,林金凤,女,2006,4,开发,后端开发,中级后端开发,凌云科技有限公司
7273,吴敏,女,2014,2,设计,原画,初级原画,创亿科技有限公司
7274,曹婷婷,男,2018,10,设计,插画,高级插画,巨奥网络有限公司
7275,黄彬,男,2017,10,测试,白盒测试,高级白盒测试,黄石金承网络有限公司
7276,王桂芝,女,2012,2,管理,公司领导,高级公司领导,佳禾信息有限公司
7277,林波,女,2018,3,测试,黑盒测试,高级黑盒测试,迪摩传媒有限公司
7278,莫辉,女,2001,5,运维,服务器管理,初级服务器管理,海创传媒有限公司
7279,吴丹,女,2013,8,开发,前端开发,中级前端开发,鑫博腾飞传媒有限公司
7280,王云,男,2009,4,管理,公司领导,中级公司领导,新宇龙信息网络有限公司
7281,姚刚,男,2007,3,管理,技术领导,初级技术领导,佳禾网络有限公司
7282,夏娟,女,2005,2,测试,白盒测试,高级白盒测试,太极网络有限公司
7283,叶桂芳,女,2014,2,运营,传统运营,高级传统运营,恒聪百汇信息有限公司
7284,李婷婷,男,2010,5,运维,服务器管理,初级服务器管理,富罳网络有限公司
7285,许洁,男,2002,10,运维,数据库运维,初级数据库运维,时空盒数字传媒有限公司
7286,金雪梅,男,2006,12,财务,会计,初级会计,国讯传媒有限公司
7287,张桂兰,女,2005,3,设计,原画,初级原画,富罳传媒有限公司
7288,胡鹏,男,2006,12,财务,会计,中级会计,超艺传媒有限公司
7289,陈玉华,女,2015,10,设计,插画,初级插画,商软冠联传媒有限公司
7290,张英,女,2011,4,财务,会计,特聘会计,毕博诚科技有限公司
7291,田雪梅,女,2010,4,管理,公司领导,初级公司领导,图龙信息信息有限公司
7292,李坤,男,2002,12,设计,插画,高级插画,良诺科技有限公司
7293,华丽华,女,2008,6,运营,传统运营,中级传统运营,彩虹信息有限公司
